,_links,age_classification,age_scale,archive,attributes,bif_ampl_local,bif_ampl_remote,brain_region,branch_order,cell_type,contraction,corrected_value,corrected_xy,corrected_z,deposition_date,depth,diameter,domain,eucdistance,experiment_condition,fractal_dim,fragmentation,gender,height,length,magnification,max_age,max_weight,min_age,min_weight,n_bifs,n_branch,n_stems,neuron_id,neuron_name,note,objective_type,original_format,partition_asymmetry,pathdistance,physical_Integrity,pk_classic,png_url,protocol,reconstruction_software,reference_doi,reference_pmid,reported_value,reported_xy,reported_z,scientific_name,shrinkage_corrected,shrinkage_reported,slicing_direction,slicing_thickness,soma_surface,species,stain,strain,surface,upload_date,volume,width
25,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102575'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102575'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102575'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",81.5327,72.665,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",11.0,"['principal cell', 'Spiny']",0.863614,,,,2019-02-02,164.27,0.570678,"Dendrites, Soma, Axon",1623.55,['Control'],1.03724,12279.0,Female,1415.16,14916.0,63,34.0,Not Reported,34.0,Not Reported,54.0,113.0,5.0,102575,H16-06-013-11-18-02_696537235_m,,oil,Vaa3D.swc,0.468235,1750.03,"Dendrites Complete, Axon Incomplete",1.95661,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H16-06-013-11-18-02_696537235_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,537.606,human,biocytin,Not applicable,26972.1,2019-04-08,5964.62,856.541
26,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102576'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102576'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102576'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",75.0773,69.5044,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",24.0,"['interneuron', 'Aspiny']",0.902447,,,,2019-02-02,139.62,0.269568,"Dendrites, Soma, Axon",600.107,['Control'],1.02194,16299.0,Female,847.091,19232.8,63,34.0,Not Reported,34.0,Not Reported,139.0,282.0,4.0,102576,H16-06-013-12-08-03_691757016_m,,oil,Vaa3D.swc,0.625967,913.696,"Dendrites Moderate, Axon Incomplete",1.99915,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H16-06-013-12-08-03_691757016_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,594.68,human,biocytin,Not applicable,16336.7,2019-04-08,1476.6,716.877
27,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102577'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102577'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102577'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",85.8177,71.025,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",14.0,"['interneuron', 'Aspiny']",0.902817,,,,2019-02-02,111.58,0.329638,"Dendrites, Soma, Axon",625.276,['Control'],1.0248,19657.0,Female,678.571,23600.4,63,34.0,Not Reported,34.0,Not Reported,145.0,294.0,4.0,102577,H16-06-013-12-08-06_695330591_m,,oil,Vaa3D.swc,0.479409,885.036,"Dendrites Moderate, Axon Incomplete",2.0,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H16-06-013-12-08-06_695330591_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,1091.49,human,biocytin,Not applicable,24777.6,2019-04-08,3189.15,800.762
28,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102578'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102578'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102578'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",80.2557,72.6457,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",15.0,"['interneuron', 'Aspiny']",0.914158,,,,2019-02-02,185.64,0.334483,"Dendrites, Soma, Axon",872.682,['Control'],1.01954,24679.0,Male,860.072,29213.7,63,60.0,Not Reported,60.0,Not Reported,164.0,333.0,5.0,102578,H17-03-005-11-08-01_713511748_m,,oil,Vaa3D.swc,0.5203,1311.63,"Dendrites Moderate, Axon Incomplete",1.98217,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-005-11-08-01_713511748_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,923.606,human,biocytin,Not applicable,30840.0,2019-04-08,3767.24,1162.64
29,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102579'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102579'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102579'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",83.4654,72.6628,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",11.0,"['principal cell', 'Spiny']",0.848147,,,,2019-02-02,118.13,0.824733,"Dendrites, Soma, Axon",392.277,['Control'],1.04489,10454.0,Male,572.41,12692.7,63,60.0,Not Reported,60.0,Not Reported,80.0,169.0,9.0,102579,H17-03-005-11-09-02_673700971_m,,oil,Vaa3D.swc,0.412241,677.62,"Dendrites Complete, Axon Incomplete",1.97979,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-005-11-09-02_673700971_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,439.543,human,biocytin,Not applicable,33206.9,2019-04-08,12258.4,603.549
30,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102580'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102580'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102580'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",93.8868,87.71,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",24.0,"['principal cell', 'sparsely spiny']",0.833625,,,,2019-02-02,68.23,0.329219,"Dendrites, Soma, Axon",222.868,['Control'],1.05287,8501.0,Male,175.829,9696.67,63,18.0,Not Reported,18.0,Not Reported,156.0,318.0,6.0,102580,H17-03-009-11-11-01_650039094_m,,oil,Vaa3D.swc,0.58256,641.108,"Dendrites Moderate, Axon Incomplete",1.99286,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-009-11-11-01_650039094_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,356.862,human,biocytin,Not applicable,10088.5,2019-04-08,1080.56,303.385
31,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102581'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102581'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102581'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",83.7707,50.7858,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",4.0,"['interneuron', 'Aspiny']",0.869195,,,,2019-02-02,110.7,0.663997,"Dendrites, Soma, Axon",653.003,['Control'],1.03888,4041.0,Male,1010.39,4733.5,63,18.0,Not Reported,18.0,Not Reported,12.0,27.0,3.0,102581,H17-03-009-11-11-03_669918567_m,,oil,Vaa3D.swc,0.342593,756.081,"Dendrites Moderate, Axon Incomplete",1.92023,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-009-11-11-03_669918567_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,793.85,human,biocytin,Not applicable,9900.14,2019-04-08,1871.54,396.257
32,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102582'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102582'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102582'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",69.2276,61.5547,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",7.0,"['principal cell', 'Spiny']",0.882814,,,,2019-02-02,119.46,0.757962,"Dendrites, Soma, Axon",420.25,['Control'],1.03559,4356.0,Male,462.78,5227.69,63,18.0,Not Reported,18.0,Not Reported,32.0,69.0,5.0,102582,H17-03-009-11-11-06_674704047_m,,oil,Vaa3D.swc,0.425713,479.736,"Dendrites Incomplete, Axon Incomplete",1.87796,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-009-11-11-06_674704047_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,1326.29,human,biocytin,Not applicable,12610.6,2019-04-08,3144.95,297.029
33,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102583'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102583'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102583'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",82.6539,76.2263,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",14.0,"['interneuron', 'Aspiny']",0.914256,,,,2019-02-02,433.96,0.352321,"Dendrites, Soma, Axon",593.964,['Control'],1.02012,7094.0,Male,687.591,8345.43,63,18.0,Not Reported,18.0,Not Reported,73.0,149.0,3.0,102583,H17-03-009-11-11-09_667294513_m,,oil,Vaa3D.swc,0.554187,679.855,"Dendrites Moderate, Axon Incomplete",1.98807,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-009-11-11-09_667294513_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,506.325,human,biocytin,Not applicable,9390.83,2019-04-08,1326.26,157.221
34,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102584'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102584'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102584'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",85.1513,76.3552,"['neocortex', 'occipital', 'superior frontal gyrus', 'layer 2-3', 'right']",11.0,"['principal cell', 'Spiny']",0.888982,,,,2019-02-02,169.35,0.317597,"Dendrites, Soma, Axon",1312.45,['Control'],1.0257,8890.0,Female,1523.43,10286.4,63,41.0,Not Reported,41.0,Not Reported,67.0,140.0,6.0,102584,H17-03-013-11-08-03_689594739_m,,oil,Vaa3D.swc,0.574186,1384.36,"Dendrites Complete, Axon Incomplete",1.96387,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-013-11-08-03_689594739_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,251.115,human,biocytin,Not applicable,10309.6,2019-04-08,983.193,626.879
35,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102585'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102585'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102585'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",89.8445,92.626,"['neocortex', 'occipital', 'superior frontal gyrus', 'layer 2-3', 'right']",18.0,"['interneuron', 'Aspiny']",0.893001,,,,2019-02-02,96.57,0.290596,"Dendrites, Soma, Axon",366.061,['Control'],1.02437,6826.0,Female,330.028,8042.74,63,41.0,Not Reported,41.0,Not Reported,87.0,183.0,9.0,102585,H17-03-013-11-08-04_692297214_m,,oil,Vaa3D.swc,0.483185,704.62,"Dendrites Moderate, Axon Incomplete",1.993,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-03-013-11-08-04_692297214_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,306.464,human,biocytin,Not applicable,7468.87,2019-04-08,716.281,312.789
36,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102586'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102586'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102586'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",68.1032,58.7538,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",11.0,"['principal cell', 'Spiny']",0.925271,,,,2019-02-02,86.61,0.691576,"Dendrites, Soma, Axon",1183.09,['Control'],1.01816,6291.0,Female,1514.36,7497.88,63,23.0,Not Reported,23.0,Not Reported,42.0,87.0,3.0,102586,H17-06-003-11-03-02_700233253_m,,oil,Vaa3D.swc,0.54403,1240.31,"Dendrites Complete, Axon Incomplete",1.87376,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-003-11-03-02_700233253_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,630.51,human,biocytin,Not applicable,16738.2,2019-04-08,3720.29,252.971
37,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102587'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102587'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102587'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",76.4673,70.0577,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",17.0,"['interneuron', 'Aspiny']",0.918164,,,,2019-02-02,97.02,0.319221,"Dendrites, Soma, Axon",725.948,['Control'],1.01932,30284.0,Female,856.071,36196.8,63,23.0,Not Reported,23.0,Not Reported,203.0,412.0,6.0,102587,H17-06-003-11-03-03_694168884_m,,oil,Vaa3D.swc,0.46571,988.679,"Dendrites Moderate, Axon Incomplete",1.99439,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-003-11-03-03_694168884_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,1195.06,human,biocytin,Not applicable,36581.6,2019-04-08,4104.94,1031.08
38,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102588'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102588'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102588'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",88.252,59.0776,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",7.0,"['principal cell', 'Spiny']",0.907293,,,,2019-02-02,107.58,0.606273,"Dendrites, Soma, Axon",519.527,['Control'],1.0234,6077.0,Female,457.914,7204.42,63,23.0,Not Reported,23.0,Not Reported,39.0,86.0,8.0,102588,H17-06-003-11-03-04_699538239_m,,oil,Vaa3D.swc,0.47326,624.817,"Dendrites Complete, Axon Incomplete",1.95019,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-003-11-03-04_699538239_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,486.175,human,biocytin,Not applicable,13877.2,2019-04-08,2603.41,573.647
39,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102589'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102589'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102589'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",83.6035,75.1312,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",13.0,"['principal cell', 'Spiny']",0.882453,,,,2019-02-02,102.53,0.430916,"Dendrites, Soma, Axon",1194.1,['Control'],1.03207,19238.0,Male,1234.35,21944.9,63,38.0,Not Reported,38.0,Not Reported,87.0,179.0,5.0,102589,H17-06-005-12-15-03_712844902_m,,oil,Vaa3D.swc,0.456802,1379.75,"Dendrites Complete, Axon Incomplete",1.9485,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-005-12-15-03_712844902_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,530.456,human,biocytin,Not applicable,29753.9,2019-04-08,4970.96,994.1
40,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102590'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102590'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102590'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",79.3204,62.9522,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",12.0,"['principal cell', 'Spiny']",0.92472,,,,2019-02-02,137.47,0.406568,"Dendrites, Soma, Axon",780.266,['Control'],1.01838,19603.0,Male,1061.57,23214.1,63,38.0,Not Reported,38.0,Not Reported,104.0,214.0,6.0,102590,H17-06-005-12-15-05_675855243_m,,oil,Vaa3D.swc,0.499682,1017.65,"Dendrites Complete, Axon Incomplete",1.9567,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-005-12-15-05_675855243_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,683.221,human,biocytin,Not applicable,29873.0,2019-04-08,4355.69,994.94
41,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102591'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102591'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102591'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",74.7775,65.1768,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",13.0,"['principal cell', 'Spiny']",0.914749,,,,2019-02-02,110.24,0.346493,"Dendrites, Soma, Axon",651.675,['Control'],1.02179,8304.0,Male,786.31,9663.34,63,38.0,Not Reported,38.0,Not Reported,54.0,113.0,5.0,102591,H17-06-005-13-09-02_705676705_m,,oil,Vaa3D.swc,0.556358,1088.33,"Dendrites Incomplete, Axon Incomplete",1.99961,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-005-13-09-02_705676705_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,363.724,human,biocytin,Not applicable,10607.3,2019-04-08,1199.11,427.014
42,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102592'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102592'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102592'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",78.315,58.9472,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",18.0,"['principal cell', 'Spiny']",0.898887,,,,2019-02-02,128.07,0.525415,"Dendrites, Soma, Axon",1046.38,['Control'],1.02876,16705.0,Male,1178.78,19760.5,63,35.0,Not Reported,35.0,Not Reported,101.0,212.0,10.0,102592,H17-06-006-11-09-08_675799126_m,,oil,Vaa3D.swc,0.499219,1171.19,"Dendrites Complete, Axon Incomplete",1.95605,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-006-11-09-08_675799126_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,1447.49,human,biocytin,Not applicable,32782.2,2019-04-08,5281.08,488.072
43,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102593'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102593'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102593'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",69.0334,55.2042,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",19.0,"['principal cell', 'Spiny']",0.884793,,,,2019-02-02,169.73,0.516516,"Dendrites, Soma, Axon",879.649,['Control'],1.03116,24905.0,Male,1135.38,28808.1,63,35.0,Not Reported,35.0,Not Reported,118.0,244.0,8.0,102593,H17-06-006-11-10-01_712559850_m,,oil,Vaa3D.swc,0.43959,1411.0,"Dendrites Complete, Axon Incomplete",1.96091,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-006-11-10-01_712559850_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,2019.47,human,biocytin,Not applicable,47397.1,2019-04-08,10746.9,782.511
44,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102594'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102594'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102594'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",78.7615,72.0038,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",17.0,"['interneuron', 'Aspiny']",0.839856,,,,2019-02-02,62.93,0.37723,"Dendrites, Soma, Axon",361.936,['Control'],1.04512,8683.0,Male,588.948,10260.1,63,35.0,Not Reported,35.0,Not Reported,77.0,161.0,7.0,102594,H17-06-006-11-10-03_639632757_m,,oil,Vaa3D.swc,0.555371,737.933,"Dendrites Moderate, Axon Incomplete",1.98884,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-006-11-10-03_639632757_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,630.427,human,biocytin,Not applicable,12798.7,2019-04-08,2148.6,192.105
45,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102595'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102595'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102595'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",85.7163,77.159,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",43.0,"['interneuron', 'Aspiny']",0.887417,,,,2019-02-02,189.27,0.259199,"Dendrites, Soma, Axon",619.586,['Control'],1.02987,43035.0,Male,536.171,51832.9,63,52.0,Not Reported,52.0,Not Reported,371.0,747.0,5.0,102595,H17-06-009-11-04-02_657984300_m,,oil,Vaa3D.swc,0.576432,2622.35,"Dendrites Moderate, Axon Incomplete",1.99413,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-009-11-04-02_657984300_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,800.95,human,biocytin,Not applicable,42258.7,2019-04-08,3371.92,857.178
46,"{'self': {'href': 'http://neuromorpho.org/api/neuron/id/102596'}, 'persistence_vector': {'href': 'http://neuromorpho.org/api/pvec/id/102596'}, 'measurements': {'href': 'http://neuromorpho.org/api/morphometry/id/102596'}}",adult,Year,Allen Cell Types,"Diameter, 3D, Angles",94.2868,85.9683,"['neocortex', 'occipital', 'middle temporal gyrus', 'layer 2-3', 'right']",13.0,"['principal cell', 'sparsely spiny']",0.821094,,,,2019-02-02,167.24,0.249897,"Dendrites, Soma, Axon",329.338,['Control'],1.04741,4955.0,Male,132.647,5792.24,63,23.0,Not Reported,23.0,Not Reported,51.0,105.0,3.0,102596,H17-06-012-14-08-03_680980293_m,,oil,Vaa3D.swc,0.557175,545.741,"Dendrites Moderate, Axon Incomplete",2.0,http://neuromorpho.org/images/imageFiles/Allen Cell Types/H17-06-012-14-08-03_680980293_m.png,in vitro,Vaa3D,['10.1016/j.neuron.2015.02.022'],['25741722'],,,,,Not Corrected,Not reported,coronal,350,380.042,human,biocytin,Not applicable,4581.89,2019-04-08,346.598,423.647
